user_id,proba
user_44331,0.7131978399922884
user_49203,0.7193974941602304
user_21597,0.9873180664270326
user_36314,0.6278588899575552
user_45092,0.7938988702756066
user_49831,0.8111854768737451
user_14390,0.8349744845159344
user_78,0.9822425944204498
user_34802,0.6278588899575552
user_44651,0.8544965181733198
user_41196,0.6278588899575552
user_28058,0.6278588899575552
user_24877,0.9693869970492649
user_36944,0.9488622065121571
user_6674,0.9186785214608777
user_32608,0.8329298835408901
user_48485,0.8879693858019836
user_56204,0.9253749924536601
user_4019,0.9634643846969898
user_43215,0.9631167405416999
user_3717,0.4422748967322674
user_45525,0.4422748967322674
user_12905,0.8969012642717987
user_31924,0.4422748967322674
user_14644,0.8251866542837332
user_10535,0.969061734762213
user_2834,0.9501697782142088
user_49457,0.6888064859705658
user_49899,0.9680478784675134
user_35952,0.8057793317275588
user_730,0.9872520624271249
user_49513,0.5095173632105189
user_40390,0.4422748967322674
user_54134,0.4422748967322674
user_41672,0.6649732669739777
user_23036,0.9859232749648361
user_39280,0.9853206152284998
user_15180,0.9200568628429606
user_18621,0.8789168725661985
user_21289,0.4422748967322674
user_377,0.760141051863373
user_412,0.9777731853077377
user_24989,0.9771726560912664
user_10810,0.9878118580409132
user_38177,0.7131978399922884
user_11458,0.8251866542837332
user_33989,0.9200568628429606
user_54590,0.9819783917654878
user_30838,0.9651530204600418
user_47082,0.9205038727859897
user_3712,0.5821705330149212
user_9774,0.8122465852404313
user_42283,0.9783755039109594
user_27179,0.9823370407427734
user_34011,0.7861558799499258
user_51762,0.6728142072718503
user_7397,0.760141051863373
user_19949,0.8286810761796136
user_18929,0.6278588899575552
user_41493,0.9650370748921527
user_55890,0.6278588899575552
user_48449,0.9005538670361095
user_52598,0.9934908025424589
user_10170,0.988848242165228
user_47686,0.9686383504951102
user_50429,0.9945074051936078
user_2868,0.8671777535496652
user_33474,0.4422748967322674
user_45512,0.9966162162466286
user_30841,0.4422748967322674
user_9236,0.8155595757227186
user_25669,0.4422748967322674
user_51802,0.9190650941784312
user_18444,0.7913818950237166
user_14047,0.4422748967322674
user_21724,0.6894503425891162
user_2854,0.9991702842254083
user_24723,0.9200568628429606
user_46761,0.9769035157871486
user_48157,0.7217913111852285
user_49876,0.9898541137678727
user_31464,0.8492673522599979
user_29811,0.5995181665728794
user_3567,0.9952552554428177
user_42383,0.9678775721130899
user_45074,0.7559142246847
user_9543,0.9217935580373527
user_24246,0.7447475766647833
user_45778,0.6773226543046431
user_1226,0.4422748967322674
user_47498,0.9998407928108601
user_25781,0.4422748967322674
user_52237,0.8789355047521954
user_5331,0.4422748967322674
user_36170,0.7039849187206935
user_39781,0.9084514754521895
user_7805,0.8035495994652879
user_36539,0.9291561352176227
user_37109,0.4422748967322674
user_35715,0.4422748967322674
user_49487,0.9986825273563523
user_22580,0.992510421690664
user_37152,0.9978506802860037
user_18971,0.9995692512668973
user_44324,0.8184287811755759
user_39173,0.9880897373879833
user_19490,0.4422748967322674
user_49848,0.5418227269800449
user_30321,0.949877951346372
user_4493,0.9207633242194379
user_29953,0.4422748967322674
user_32614,0.975879933313702
user_55844,0.4422748967322674
user_8412,0.8729867758319373
user_48057,0.5497743370523045
user_17423,0.4422748967322674
user_49343,0.4422748967322674
user_13197,0.7647948156635156
user_31193,0.4422748967322674
user_34425,0.9245107169465574
user_42263,0.9207633242194379
user_25884,0.9207633242194379
user_49985,0.4422748967322674
user_32474,0.8721599022708753
user_38821,0.4422748967322674
user_31776,0.950091615992197
user_531,0.5497743370523045
user_41547,0.4422748967322674
user_22404,0.6888064859705658
user_15873,0.870445677553145
user_48904,0.9777781529672954
user_34706,0.8330704046638627
user_48846,0.7133799085555145
user_53947,0.9773836717440774
user_53597,0.8989520008148035
user_52507,0.8155595757227186
user_4998,0.9965006082304144
user_55629,0.5872225845169745
user_14266,0.4422748967322674
user_36931,0.4422748967322674
user_18908,0.5095173632105189
user_54897,0.9857556020187102
user_7041,0.6278588899575552
user_17805,0.7778796662490937
user_52035,0.577977483044219
user_26399,0.4422748967322674
user_52906,0.9973056620019588
user_48850,0.4422748967322674
user_41604,0.8251866542837332
user_43979,0.8331702813048446
user_7387,0.987341791690595
user_9778,0.9961028773395885
user_22135,0.9554100816870149
user_21982,0.6751808134771238
user_52501,0.977126565739177
user_40249,0.7220987983261875
user_35273,0.8907543481287996
user_8558,0.7971221901760696
user_40672,0.9922961364489885
user_12722,0.9887021782617161
user_21663,0.9025812502390664
user_9622,0.4422748967322674
user_56942,0.9946209719781006
user_34837,0.9991999341938627
user_35020,0.6278588899575552
user_24626,0.993706469463777
user_31616,0.8474826847766667
user_12565,0.9465178607821707
user_37035,0.4422748967322674
user_32291,0.4422748967322674
user_50608,0.6462696885756599
user_32205,0.9917815412851402
user_3546,0.4422748967322674
user_26889,0.8938270001559926
user_50833,0.6894503425891162
user_18049,0.6278588899575552
user_17991,0.6599717022052655
user_21701,0.9328224534946032
user_17801,0.8629949362884011
user_38794,0.9790263041081837
user_44128,0.4422748967322674
user_24057,0.9126729189207802
user_36983,0.9872808292970913
user_17118,0.9821262668387035
user_27557,0.885006901683903
user_35535,0.6278588899575552
user_1767,0.4422748967322674
user_12549,0.9987861539562808
user_45388,0.9025812502390664
user_55143,0.9207633242194379
user_28666,0.4422748967322674
user_22653,0.4422748967322674
user_45625,0.9102278150007083
user_1134,0.9969157653782096
user_5414,0.9025812502390664
user_28221,0.9896421519955204
user_30978,0.5095173632105189
user_39021,0.4422748967322674
user_48601,0.4422748967322674
user_42473,0.8029657068371023
user_25502,0.4422748967322674
user_9392,0.4422748967322674
user_15944,0.9949589499254465
user_31390,0.7684133808267648
user_30958,0.7028421129658224
user_26636,0.9317061161494337
user_55914,0.9645004902254968
user_38652,0.4422748967322674
user_4897,0.9647737271678314
user_49595,0.924010194376529
user_52624,0.9965936051772678
user_2572,0.4422748967322674
user_40979,0.4422748967322674
user_44181,0.9940661562193519
user_36215,0.9909455940129052
user_41146,0.4422748967322674
user_36774,0.9144429222275974
user_55686,0.4422748967322674
user_19816,0.9999493491206034
user_30071,0.9049529503032184
user_56524,0.938862669697131
user_11930,0.9839124980555487
user_18560,0.9312852573246309
user_18163,0.7009686546296644
user_36725,0.4422748967322674
user_53128,0.7131978399922884
user_33214,0.9221181523649298
user_28893,0.783622584460241
user_56735,0.9956295564114749
user_31076,0.9747144335191753
user_47449,0.4422748967322674
user_15547,0.990126552100138
user_37221,0.855456362301631
user_4176,0.4422748967322674
user_2200,0.4422748967322674
user_34018,0.9028211540762408
user_38326,0.4422748967322674
user_46515,0.8892948730787822
user_23880,0.9650378389420474
user_43943,0.4422748967322674
user_36879,0.951579972727796
user_17996,0.9788392097205179
user_43079,0.9318760858147791
user_18837,0.9915008442193416
user_47395,0.4422748967322674
user_48506,0.8986488777406072
user_29239,0.4301103930664199
user_48003,0.6865434455079458
user_2845,0.4422748967322674
user_53350,0.8155595757227186
user_3679,0.9904736724404563
user_55910,0.999980023513226
user_34580,0.7038059572019725
user_25062,0.9200568628429606
user_37332,0.6894503425891162
user_14290,0.7028421129658224
user_5608,0.8380343572053572
user_43234,0.8074307936753881
user_39208,0.9585638433485987
user_11813,0.9972931735970472
user_19712,0.974635338871589
user_8351,0.8452409614320748
user_13365,0.577977483044219
user_36052,0.6278588899575552
user_52193,0.4422748967322674
user_28116,0.4422748967322674
user_49395,0.9382727800530383
user_7477,0.8406905234785012
user_51020,0.7424075876811033
user_57014,0.4422748967322674
user_18131,0.6894503425891162
user_7705,0.8872259083577031
user_50744,0.8721599022708753
user_42803,0.9679132862800908
user_47244,0.9760700523756256
user_42788,0.9031056828226101
user_56867,0.8633954707192294
user_44075,0.7985996390883358
user_33862,0.9834735813924347
user_25916,0.4422748967322674
user_8205,0.8721599022708753
user_55947,0.9645004902254968
user_40696,0.9272893582894287
user_15990,0.8887503904208665
user_24901,0.9583345189725976
user_10963,0.9554493166830175
user_48950,0.8783918907394409
